Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,Price
125,48,1.7043,6,5,1979,0,1.362,1.362,1.586,0,0,1.586,0,2,0,3,1,7,1,2,0.435,1.92,0,0,1,1.81
438,50,0.6,6,7,1926,0,0.884,0.884,0.904,0,0,0.904,0,1,0,2,1,4,0,1,0.18,0,0,1.05,1,1.19
730,52,0.624,4,5,1925,0.152,0.628,0.78,0.848,0,360,1.208,0,1,0,2,1,5,0,2,0.539,0,0.23,1.12,1,1.03
293,60,1.1409,5,4,1949,0.292,0.476,0.768,1.148,0.568,0,1.716,0,1,1,3,1,8,1,1,0.281,0,0,0,1,1.31
200,76,0.9591,8,5,2004,1.088,0.625,1.713,1.713,0,0,1.713,1,2,0,3,1,7,1,3,0.856,0,0.26,0,1,2.749
804,107,1.3891,9,5,2008,0,1.734,1.734,1.734,1.088,0,2.822,0,3,1,4,1,12,1,3,1.02,0.52,1.7,0,1,5.82933
890,128,1.216,6,4,1953,1.024,0.481,1.505,1.505,0,0,1.505,1,1,0,2,1,6,1,2,0.505,0,0,0,2,1.495
725,86,1.3286,9,5,2007,1.234,0.464,1.698,1.698,0,0,1.698,1,2,0,3,1,8,1,3,0.768,3.27,0.64,0,2,3.2
938,75,0.9675,7,5,2005,0.341,0.772,1.113,1.113,0.858,0,1.971,0,2,1,3,1,8,1,2,0.689,0,0.48,0,2,2.53
671,64,0.8633,6,5,2005,0.193,0.545,0.738,0.738,0.738,0,1.476,1,2,1,3,1,7,0,2,0.54,1,0.35,0,2,1.735
728,64,0.7314,7,5,2007,0.724,0.508,1.232,1.232,0,0,1.232,1,2,0,2,1,6,0,2,0.632,1.32,0,0,2,1.945
1292,21,0.168,5,7,1972,0.231,0.399,0.63,0.63,0.672,0,1.302,0,2,1,3,1,6,0,1,0.264,1.85,0,0,2,1.195
822,60,0.6,4,4,1953,0,0.936,0.936,0.936,0,0,0.936,0,1,0,2,1,4,0,2,0.576,0,0.32,1.12,2,0.93
834,100,1.0004,6,6,1964,0.196,0.975,1.516,1.516,0,0,1.516,0,1,1,3,1,6,0,2,0.472,0,0,0,2,1.67
1110,107,1.1362,8,5,2004,1.039,0.797,1.836,1.836,0,0,1.836,1,2,0,3,1,7,1,3,0.862,1.25,1.85,0,3,2.8
258,68,0.8814,7,5,2006,1.334,0.27,1.604,1.604,0,0,1.604,1,2,1,3,1,8,1,2,0.66,1.23,1.1,0,3,2.2
1281,67,0.9808,7,5,2002,0.788,0.785,1.573,1.573,0,0,1.573,1,2,0,3,1,6,0,2,0.544,0,0.72,0,3,2.27
541,85,1.4601,9,5,2006,1.26,0.578,1.838,1.838,0,0,1.838,1,2,0,2,1,8,1,3,0.765,2.7,0.68,0,3,3.15
87,122,1.1911,6,5,2005,0,0.684,0.684,0.684,0.876,0,1.56,0,2,1,3,1,6,1,2,0.4,1,0.38,0,3,1.74
858,65,0.8125,6,5,1994,0,0.702,0.702,0.702,0.779,0,1.481,0,2,1,3,1,6,1,2,0.343,0,0.36,0,3,1.74
1202,80,1.04,7,5,1998,0,0.866,0.866,0.866,0.913,0,1.779,0,2,1,3,1,6,0,2,0.546,1.98,0.36,0,3,1.979
756,34,0.323,6,5,1999,0.381,0.348,0.729,0.742,0.729,0,1.471,0,2,1,3,1,6,0,2,0.44,0,0.24,0,3,1.725
1344,57,0.7558,6,6,1928,0,0.896,0.896,1.172,0.741,0,1.913,0,1,1,3,1,9,1,2,0.342,0,0,0,3,1.77
660,75,0.9937,5,7,1964,0.637,0.849,1.486,1.486,0,0,1.486,1,1,0,3,1,7,0,2,0.48,0,0,0,3,1.67
1407,70,0.8445,5,7,1972,0.656,0.112,0.768,0.768,0,0,0.768,1,1,0,2,1,5,0,2,0.396,0.58,0,0,3,1.33
734,80,1,5,6,1961,0.594,0.27,0.864,1.144,0,0,1.144,1,1,0,3,1,6,1,1,0.264,1.65,0,0,3,1.314
224,70,1.05,4,6,1971,0.524,0.16,0.864,0.864,0,0,0.864,0,1,0,2,1,4,0,2,0.576,2.16,0,0,3,0.97
430,130,1.1457,6,5,1988,1.005,0.387,1.392,1.412,0,0,1.412,1,2,0,3,1,6,1,2,0.576,0,0,1.69,3,1.75
1392,65,0.8944,5,5,1967,0,1.584,1.584,1.584,0,0,1.584,0,2,0,4,2,8,0,3,0.792,0,1.52,0,4,1.24
757,68,1.0769,8,5,2007,0.02,0.846,0.866,0.866,0.902,0,1.768,0,2,1,3,1,7,0,2,0.578,1.44,1.05,0,4,2.12
283,34,0.5063,7,5,2007,0.904,0.41,1.314,1.314,0,0,1.314,1,2,0,2,1,6,1,2,0.626,1.72,0.62,0,4,2.075
436,43,1.0667,7,6,1996,0.385,0.07,0.799,0.827,0.834,0,1.661,1,2,1,3,1,6,1,2,0.55,1.58,0.61,0,4,2.12
740,65,0.9313,7,5,2004,0,0.864,0.864,0.864,0.864,0,1.728,0,2,1,3,1,7,0,2,0.572,1.87,0.56,0,4,1.9
1443,85,1.1003,10,5,2008,0.765,0.252,1.017,1.026,0.981,0,2.007,1,2,1,3,1,10,1,3,0.812,1.68,0.52,0,4,3.1
828,65,0.8529,7,5,2001,0.02,1.434,1.454,1.434,0,0,1.434,0,2,0,3,1,6,1,2,0.527,2.9,0.39,0,4,1.89
205,50,0.35,5,7,1947,0.312,0.408,0.72,0.72,0.564,0,1.284,0,1,1,2,1,5,0,1,0.24,0,0.35,0,4,1.1
244,75,1.0762,6,6,1980,0,0.626,0.626,0.626,0.591,0,1.217,0,1,1,3,1,6,1,1,0.288,0,0.28,0,4,1.2
1336,80,0.965,6,5,1977,0.686,0.664,1.35,1.334,0,0,1.334,0,2,0,2,1,6,1,2,0.63,0,0.16,0,4,1.679
1040,21,0.1477,4,4,1970,0.509,0.121,0.63,0.63,0,0,0.63,1,1,0,1,1,3,0,1,0.286,0,0,0,4,0.8
1100,82,1.188,7,5,1978,0.704,0.567,1.271,1.601,0,0,1.601,0,2,0,3,1,7,1,2,0.478,0,0,0,4,1.57
676,24,0.2289,6,6,1978,0.311,0.544,0.855,0.855,0.586,0,1.441,0,2,1,3,1,7,1,2,0.44,0.28,0,0,4,1.485
695,51,0.612,5,6,1936,0,0.927,0.927,1.067,0.472,0,1.539,0,1,1,3,1,5,0,2,0.576,1.12,0,0,4,1.415
953,60,0.72,5,8,1972,0.66,0.108,0.768,0.768,0,0,0.768,0,1,0,2,1,5,0,1,0.396,1.92,0,0,4,1.339
633,85,1.19,7,5,1977,0.822,0.564,1.386,1.411,0,0,1.411,0,2,0,3,1,6,1,2,0.544,1.92,0,0,4,0.825
462,60,0.72,7,9,1936,0.35,0,0.56,0.575,0.56,0,1.135,1,1,0,3,1,6,0,2,0.576,2.56,0,0,4,1.55
274,80,0.96,6,6,1958,0.62,0,1.24,1.632,0,0,1.632,1,2,0,3,1,6,1,1,0.338,2.89,0,0,4,1.39
319,90,0.99,7,5,1993,0.987,0.36,1.347,1.372,1.274,0,2.646,1,2,1,4,1,9,1,3,0.656,3.4,0.6,1.44,4,2.6
750,50,0.8405,4,3,1945,0,0,0,1.088,0.441,0,1.529,0,2,0,4,1,9,0,1,0.24,0.92,0,1.85,4,0.98
441,105,1.5431,10,5,2008,1.767,0.788,3.094,2.402,0,0,2.402,1,2,0,2,1,10,2,3,0.672,0,0.72,0,4,5.55
1009,43,1.2118,7,5,2004,0,1.71,1.71,1.71,0,0,1.71,0,2,0,3,1,7,1,2,0.55,1,0.48,0,4,2.4
206,99,1.1851,7,5,1990,0,1.424,1.424,1.442,0,0,1.442,0,2,0,3,1,5,0,2,0.5,0,0.34,0,5,1.805
808,144,2.1384,5,6,1923,1.309,0.015,1.324,1.072,0.504,0,1.576,2,1,1,3,1,6,1,2,0.528,0,3.12,0,5,2.235
964,122,1.1923,9,5,2007,0,1.8,1.8,1.8,0,0,1.8,0,2,0,2,1,7,0,2,0.702,2.88,1.36,0,5,2.39
554,67,0.8777,4,5,1949,0,0,0,1.126,0,0,1.126,0,2,0,2,1,5,0,2,0.52,0,0.96,0,5,1.08
1308,60,0.8072,5,5,1994,0.746,0.244,0.99,0.99,0,0,0.99,1,1,0,3,1,5,0,2,0.48,0,0.64,0,5,1.38
1088,85,1.0574,8,5,2005,0,1.082,1.082,1.082,0.871,0,1.953,0,2,1,3,1,9,1,3,1.043,1.6,0.5,0,5,2.52
1067,59,0.7837,6,7,1993,0,0.799,0.799,0.799,0.772,0,1.571,0,2,1,3,1,7,1,2,0.38,0,0.4,0,5,1.78
1335,24,0.2368,5,6,1970,0.765,0,0.765,0.765,0.6,0,1.365,0,1,1,3,1,7,0,2,0.44,0,0.36,0,5,1.25
1452,78,0.9262,8,5,2008,0,1.573,1.573,1.578,0,0,1.578,0,2,0,3,1,7,1,3,0.84,0,0.36,0,5,2.8709
230,43,0.3182,7,5,2005,0.016,1.357,1.373,1.555,0,0,1.555,0,2,0,2,1,7,1,2,0.43,1.43,0.2,0,5,1.925
1416,51,0.3635,7,5,2007,0.988,0.398,1.386,1.569,0,0,1.569,0,2,0,1,1,7,1,3,0.66,1.43,0.2,0,5,1.759
312,50,0.8,6,6,1948,0.68,0.292,0.972,0.972,0,0,0.972,1,1,0,2,1,5,1,1,0.24,0,0,0,5,1.32
226,21,0.168,5,5,1971,0,0.63,0.63,0.63,0.672,0,1.302,0,2,1,3,1,6,0,1,0.28,0,0,0,5,1.12
490,21,0.1526,4,8,1970,0.515,0.115,0.63,0.63,0,0,0.63,1,1,0,1,1,3,0,1,0.286,0,0,0,5,0.86
1333,67,0.8877,4,6,1938,0.69,0.126,0.816,0.816,0,0,0.816,1,1,0,2,1,3,1,1,0.288,0,0,0,5,1
20,70,0.756,5,6,1958,0.504,0.525,1.029,1.339,0,0,1.339,0,1,0,3,1,6,0,1,0.294,0,0,0,5,1.39
1072,78,1.17,6,6,1968,0.298,0.429,0.727,0.829,0.727,0,1.556,0,1,1,4,1,8,0,2,0.441,0,0,0,5,1.54
902,64,0.8712,5,7,1957,0.86,0.132,0.992,1.306,0,0,1.306,1,1,0,2,1,5,0,1,0.756,0,0,0,5,1.53
1286,50,0.6,6,6,1939,0,0.78,0.78,0.825,0.587,0,1.412,0,1,0,4,1,6,1,1,0.28,0.45,0,0,5,1.325
957,24,0.13,6,6,1980,0.285,0.276,0.561,0.561,0.668,0,1.229,0,1,1,2,1,5,1,2,0.462,1.5,0,0,5,1.24
1005,43,0.3182,7,5,2005,0.016,1.33,1.346,1.504,0,0,1.504,0,2,0,1,1,7,1,2,0.457,1.56,0,0,5,1.81
364,21,0.168,6,8,1972,0.162,0.321,0.483,0.483,0.504,0,0.987,0,1,1,2,1,5,0,1,0.264,2.5,0,0,5,1.18
678,52,0.9022,5,8,1924,0,0.768,0.768,0.792,0,0,0.792,0,1,0,2,1,5,0,1,0.24,3.16,0,1.2,5,1.095
80,60,1.044,5,6,1910,0,0.44,0.44,0.682,0.548,0,1.23,0,1,1,2,1,5,0,2,0.44,0.74,0,1.28,5,1.1
1399,60,0.72,5,4,1950,0.18,0.676,1.208,1.136,0.768,0,1.904,1,1,1,3,1,7,0,1,0.24,0,0,1.68,5,1.38
1203,50,0.6,5,8,1925,0,0.884,0.884,0.884,0.464,0,1.348,1,1,0,3,1,5,1,1,0.216,0,0,2.08,5,1.17
261,120,1.9296,6,5,1962,0.672,0,1.362,1.382,0,0,1.382,1,1,0,3,1,6,1,2,0.884,0,0,2.52,5,1.76
748,65,1.17,7,7,1880,0,1.24,1.24,1.32,1.32,0,2.64,0,1,1,4,1,8,1,4,0.864,1.81,0,3.86,5,2.65979
592,97,1.3478,10,5,2008,1.338,0.384,1.722,1.728,0.568,0,2.296,1,2,1,3,1,10,1,3,0.842,3.82,2.74,0,6,4.5195
776,32,0.45,6,5,1998,0.866,0.338,1.204,1.204,0,0,1.204,1,2,0,2,1,5,0,2,0.412,0,2.47,0,6,1.62
915,30,0.3,6,5,2009,0.294,0.318,0.612,0.612,0.612,0,1.224,0,2,1,2,1,4,0,2,0.528,0,2.34,0,6,1.73733
